Nombre,GK,CWP,CBT,SB,DM,WB,CM,SM,AM,WG,SS,CF,X1,Height,Foot,Side,WFA,WFF,Attack,Defense,Balance,Stamina,Speed,Acceleration,Response,Agility,Dribble_Accuracy,Dribble_Speed,Short_Pass_Accuracy,Short_Pass_Speed,Long_Pass_Accuracy,Long_Pass_Speed,Shot_Accuracy,Shot_Power,Shot_Technique,Free_Kick_Accuracy,Swerve,Heading,Jump,Technique,Agression,Mentality,GK_Skills,Teamwork,Consistency,Condition,Dribbling,Tactical_Dribble,Positioning,Reaction,Playmarking,Passing,Scoring,1_1_Scoring,Post_Player,Lines,Middle_Shooting,Side,Centre,Penalties,1_Touch_Pass,Outside,Marking,Sliding,Covering,D_Line_Control,Penalty_Stopper,1_On_1_Stopper,Long_Throw,Injury_Tolerancy,X3,X4,X5,X6,Age,Weight,Pais,N_Pais,X7,Club,N_Club
René Meléndez,0,0,0,0,0,0,1,1,1,0,0,0,9,176,L,L,5,6,70,41,71,73,76,79,67,78,76,77,76,65,71,72,62,79,67,60,74,64,77,74,69,69,40,76,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,21,76,Chile,0,0,Audax Italiano,8
Camilo Moya,0,0,0,0,1,0,1,1,0,0,0,0,7,169,R,B,5,4,65,63,75,80,76,76,77,79,79,74,75,65,74,70,66,75,67,64,64,64,72,70,65,67,40,78,8,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,22,68,Chile,0,0,Universidad de Chile,13
A. Valencia,0,0,0,0,0,0,0,1,0,1,0,0,10,180,R,R,4,4,68,39,76,70,80,79,68,76,73,78,68,72,68,70,66,71,67,62,66,69,71,70,70,63,40,72,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,4,1,1,1,20,75,Colombia,0,0,Deportes Santa Cruz,11
N. de la Cruz,0,0,0,0,0,0,0,1,1,0,0,0,9,167,R,L,5,5,69,60,67,79,80,87,69,87,82,84,74,77,73,76,71,83,76,76,76,62,80,83,80,64,50,71,8,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,22,64,Uruguay,0,0,River Plate,11
P. de la Vega,0,0,0,0,0,0,0,1,0,1,0,0,10,177,R,B,2,2,66,42,70,71,81,84,65,83,81,83,66,62,71,66,66,83,67,55,78,62,72,75,78,60,50,61,8,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,18,70,Argentina,0,0,,0
André Ayew,0,0,0,0,0,0,0,1,1,1,1,0,11,176,L,B,5,4,75,50,78,80,81,77,73,78,83,78,78,76,77,75,71,80,73,65,73,80,86,80,85,72,50,70,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,29,72,Ghana,10,0,,0
Eren Derdiyok,0,0,0,0,0,0,0,0,0,0,1,1,12,191,R,B,6,6,83,39,88,77,84,80,81,77,81,81,72,70,67,68,80,84,81,75,79,82,80,81,85,72,50,75,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,29,83,Switzerland,0,0,,0
Miguel Orellana,0,0,0,0,0,0,0,0,1,1,1,1,11,167,R,B,4,4,73,36,75,71,76,77,80,78,76,78,70,71,70,71,72,77,72,65,69,75,68,73,83,66,40,77,8,6,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,2,1,1,1,30,70,Chile,0,0,Santiago Morning,7
Gonzalo Freitas,0,0,0,0,1,0,0,0,0,0,0,0,5,186,R,R,4,5,63,72,82,85,77,72,75,71,70,68,73,78,72,76,67,83,63,63,61,76,83,73,75,68,40,75,8,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,28,78,Uruguay,0,0,Deportes Antofagasta,22
F. Mattiello,0,0,0,1,0,1,0,1,0,0,0,0,4,182,R,L,7,7,70,63,78,83,82,82,75,78,75,80,73,72,76,76,67,81,67,67,74,70,73,75,79,72,50,68,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,1,1,1,22,73,Italy,0,0,Cagliari Calcio,3
Yusuf Abdurisag,0,0,0,0,0,0,0,0,0,1,1,0,10,177,R,B,4,4,66,68,77,79,84,82,78,77,73,79,72,75,76,78,60,78,58,59,65,70,81,71,72,75,50,76,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,20,74,Uzbekistan,0,0,,0
Amir Abrashi,0,0,0,0,1,0,1,0,0,0,0,0,5,172,R,B,5,5,69,70,81,87,77,79,81,77,76,72,76,73,75,74,69,79,65,62,70,69,74,77,71,82,50,76,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,29,70,Albania,0,0,SC Freiburg,6
F. Castro,0,0,0,0,0,0,0,1,0,1,1,0,10,175,R,B,5,6,71,43,72,67,75,78,72,78,77,78,73,71,73,75,69,75,72,69,72,72,74,73,68,65,40,76,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,4,1,1,1,29,71,Chile,0,0,A.C. Barnechea,11
P. Lienhart,0,0,1,0,0,0,0,0,0,0,0,0,3,189,R,B,5,5,55,74,82,78,78,77,77,71,71,72,69,73,67,68,58,78,59,57,63,70,77,69,63,69,50,71,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,C,1,1,1,1,22,80,Austria,19,0,SC Freiburg,3
Salva Sevilla,0,0,0,0,1,0,1,0,0,0,0,0,7,178,R,B,6,4,69,57,73,76,68,72,71,72,79,74,81,78,83,82,64,82,66,82,83,63,63,81,74,74,50,78,8,5,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,B,1,1,1,1,36,71,Spain,0,0,RCD Mallorca,8
Felipe Vizeu,0,0,0,0,0,0,0,0,0,0,0,1,12,184,L,B,6,7,76,42,83,82,81,76,80,73,77,83,72,69,70,67,76,82,78,65,65,82,78,77,85,76,50,73,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,21,82,Brazil,0,0,,0
Youssouf Fofana,0,0,0,0,1,0,1,0,0,0,0,0,7,176,R,B,4,4,65,60,76,83,79,77,73,81,77,79,76,72,74,72,67,75,70,55,56,60,62,74,78,72,50,75,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,21,69,France,0,0,AS Monaco FC,22
Aleksa Terzi,0,0,0,1,0,0,0,0,0,0,0,0,4,185,L,L,4,4,64,64,74,76,79,77,79,71,74,77,70,70,73,74,61,68,62,62,68,70,75,73,73,70,50,71,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,20,71,Serbia and Montenegro,0,0,ACF Fiorentina,93
Nicolás Guerra,0,0,0,0,0,0,0,0,0,0,1,1,11,176,R,B,5,4,74,43,77,72,76,80,75,83,79,76,72,66,71,71,70,79,65,62,64,71,78,72,81,69,40,79,8,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,21,76,Chile,0,0,Universidad de Chile,19
João Pedro,0,0,0,0,0,0,0,0,0,1,0,1,12,182,R,L,4,4,75,28,76,78,80,77,79,75,79,76,72,70,69,71,75,78,80,64,67,78,76,81,85,65,50,71,8,4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,19,70,Brazil,0,0,Watford FC,17
Lucas Leiva,0,0,1,0,1,0,0,0,0,0,0,0,5,179,R,B,5,5,65,85,82,82,77,74,85,76,78,74,82,83,77,78,65,82,65,65,75,72,85,80,68,83,50,81,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,C,1,1,1,1,32,74,Brazil,0,0,SS Lazio,6
Marek Rodak,1,0,0,0,0,0,0,0,0,0,0,0,0,196,R,B,3,3,30,77,79,68,66,67,83,73,58,56,60,64,62,67,44,81,44,44,48,60,75,58,60,72,78,73,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,23,90,Slovakia,12,0,,0
Michael Estrada,0,0,0,0,0,0,0,0,0,0,1,1,12,185,R,B,5,4,78,39,82,77,82,79,81,77,76,76,73,70,71,70,76,82,80,64,65,76,79,77,83,71,50,64,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,24,77,Ecuador,19,0,,0
Erwin Saavedra,0,0,0,1,0,0,1,1,0,0,0,0,4,174,R,R,5,6,70,56,72,81,82,83,69,82,75,81,73,76,75,77,70,84,68,63,69,64,67,76,80,65,50,67,8,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,22,69,Bolivia,0,0,,0
Anthony Gordon,0,0,0,0,0,0,0,1,0,1,1,1,11,184,R,R,4,4,61,28,66,69,75,80,63,80,78,77,69,74,66,67,64,68,63,64,62,53,60,75,70,60,50,66,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,19,70,England,0,0,Everton FC,42
Shinji Okazaki,0,0,0,0,0,0,0,0,1,0,1,1,11,174,R,B,6,6,75,51,81,87,81,86,86,84,81,82,74,71,70,71,77,79,81,63,73,84,84,81,85,83,50,80,8,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,B,2,1,1,1,32,76,Japan,0,0,,0
Diego Laxalt,0,0,0,1,0,1,1,1,0,1,0,0,8,178,L,B,4,4,72,58,75,93,87,84,75,84,83,88,74,72,73,77,72,77,70,66,74,70,72,78,87,78,50,72,8,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,B,2,1,1,1,26,66,Uruguay,17,0,AC Milán,93
Diego Farias,0,0,0,0,0,0,0,0,1,1,1,0,11,173,R,B,5,5,73,45,70,75,82,88,73,88,84,83,77,73,75,74,70,80,72,72,78,70,75,84,82,67,50,67,8,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,28,66,Brazil,0,0,US Lecce,17
Filip Jagiello,0,0,0,0,1,0,1,0,0,0,0,0,7,180,R,B,5,5,66,65,76,81,80,79,75,80,74,77,75,76,73,74,66,78,66,58,72,67,69,74,74,69,50,75,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,22,70,Poland,0,0,Genoa CFC,15
M. Di Benedetto,0,0,1,0,0,0,0,0,0,0,0,0,3,183,L,L,3,3,51,72,78,72,76,74,76,73,68,73,64,65,65,67,59,77,59,58,59,71,79,67,63,67,40,76,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,B,1,1,1,1,27,84,Argentina,0,0,Deportes Temuco,18
Rúben Neves,0,0,0,0,1,0,1,0,0,0,0,0,5,180,R,B,5,3,74,71,77,80,73,75,77,75,80,72,84,82,89,85,75,84,77,85,86,64,68,84,68,78,50,84,8,6,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,B,1,1,1,1,22,72,Portugal,18,0,Wolverhampton Wanderers FC,8
Hannes Wolf,0,0,0,0,0,0,0,0,1,0,1,0,9,175,L,B,3,3,71,43,70,76,82,84,70,82,77,80,72,70,71,70,69,76,73,62,69,59,67,78,80,65,50,71,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,20,68,Austria,0,0,RB Leipzig,19
Joaquín Aros,0,0,1,1,0,0,0,0,0,0,0,0,4,180,R,R,4,4,56,63,77,72,76,75,71,78,67,72,64,65,64,65,60,77,61,61,64,70,75,68,63,67,40,73,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,24,80,Chile,0,0,Deportes Temuco,21
Ferreira,0,0,0,0,0,0,0,0,1,1,0,0,10,175,R,B,4,4,70,48,71,79,81,84,72,79,78,84,70,68,74,71,67,75,68,67,67,65,64,82,78,65,50,62,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,22,65,Brazil,0,0,Grêmio FBPA,47
Nicolás Baeza,0,0,0,1,0,1,0,1,0,0,0,0,4,178,L,B,4,4,65,48,76,76,78,78,73,75,78,78,66,66,68,69,63,77,63,60,66,62,66,70,72,65,40,76,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,22,74,Chile,0,0,Deportes La Serena,14
M. Al-Burayk,0,0,0,1,0,0,0,1,0,0,0,0,4,173,R,B,4,4,67,57,72,80,80,75,67,77,76,78,70,70,75,77,65,79,67,75,76,64,66,74,78,68,50,70,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,2,26,61,Saudi Arabia,2,0,,0
C. Jorquera,0,0,0,0,0,0,1,0,1,0,1,0,9,174,R,B,4,4,72,44,77,72,72,78,77,78,80,72,77,76,75,73,68,76,76,76,79,68,73,79,68,68,40,76,8,4,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,B,2,6,1,1,31,69,Chile,0,0,,0
Fayçal Fajr,0,0,0,0,0,0,1,1,1,0,0,0,9,178,R,B,6,5,72,50,74,78,76,80,70,83,82,78,79,72,85,73,72,80,74,83,81,65,67,85,78,69,50,70,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,B,1,1,1,1,30,72,Morocco,0,0,Getafe CF,21
Esli García,0,0,0,0,0,0,0,1,1,1,0,0,9,165,R,B,4,4,67,39,73,72,77,83,77,80,75,82,69,70,72,73,66,77,70,67,68,63,65,73,70,66,40,75,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,4,1,1,1,19,58,Venezuela,0,0,Santiago Wanderers,17
Felipe Flores,0,0,0,0,0,0,0,1,0,1,1,1,11,177,L,L,3,2,73,42,77,73,75,76,76,77,78,77,73,74,77,73,71,83,78,69,68,73,77,74,74,68,40,78,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,33,73,Chile,0,0,Deportes Antofagasta,17
Riccardo Sottil,0,0,0,0,0,0,0,0,0,1,1,0,10,180,R,L,6,5,68,30,74,78,79,83,70,79,79,79,71,70,73,72,72,72,69,62,73,63,63,80,79,71,50,74,8,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,20,70,Italy,0,0,ACF Fiorentina,11
Adam Bodzek,0,0,1,0,1,0,0,0,0,0,0,0,5,184,R,B,4,4,62,70,83,83,71,71,78,68,70,67,73,73,76,77,62,82,62,73,74,77,78,74,69,76,50,74,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,34,79,Germany,0,0,Fortuna Düsseldorf,13
Jorge Meré,0,0,1,0,0,0,0,0,0,0,0,0,3,182,R,B,5,4,62,78,80,79,75,77,82,75,73,75,75,76,73,75,58,77,59,58,66,75,81,75,65,73,50,74,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,22,77,Spain,0,0,FC Köln,22
Andrés Reyes,0,0,1,0,0,0,0,0,0,0,0,0,3,181,R,B,4,4,46,73,80,72,71,72,76,75,68,70,69,70,68,69,62,79,62,60,63,77,78,68,60,68,50,77,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B,2,1,1,1,32,77,Chile,0,0,Magallanes,30
Philip Billing,0,0,0,0,1,0,1,0,0,0,0,0,7,198,L,B,5,5,66,68,83,80,77,70,75,68,74,72,77,78,75,76,66,88,66,65,68,72,67,76,74,68,50,72,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,C,1,1,1,1,22,80,Denmark,15,0,AFC Bournemouth,29
Luis Ureta,1,0,0,0,0,0,0,0,0,0,0,0,0,179,R,B,3,2,32,72,75,66,65,69,82,69,57,51,72,74,64,65,44,80,40,41,48,55,81,51,64,66,77,73,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,B,1,1,1,1,21,78,Chile,0,0,O'Higgins,16
Kelvin Ofori,0,0,0,0,0,0,0,0,1,1,1,0,9,170,R,B,4,4,70,45,75,76,82,80,74,83,77,80,71,70,70,70,72,76,70,70,74,61,66,78,75,74,50,65,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,18,66,Ghana,0,0,Fortuna Düsseldorf,14
Sylvain Gbohouo,1,0,0,0,0,0,0,0,0,0,0,0,0,190,R,B,4,4,30,75,75,61,63,66,76,78,46,46,55,55,64,65,39,71,43,37,38,48,80,54,60,78,77,67,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,27,85,Cote d'Ivoire,16,0,,0
Sergio Barreto,0,0,1,0,0,0,0,0,0,0,0,0,3,184,R,R,3,3,54,66,76,66,69,68,68,68,66,68,65,66,64,65,55,65,55,51,55,65,71,68,59,64,50,64,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,20,74,Argentina,0,0,Independiente,24
Ethan Ampadu,0,0,1,0,1,0,0,0,0,0,0,0,3,183,R,B,4,4,62,72,77,75,78,75,79,67,73,69,76,76,77,79,56,70,59,56,60,62,77,76,63,65,50,73,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,19,78,Wales,15,0,RB Leipzig,26
Eduard Sobol,0,0,0,1,0,0,0,1,0,0,0,0,4,186,L,L,2,2,65,62,75,84,79,75,74,73,73,77,72,76,76,79,63,79,60,70,70,53,70,74,70,65,50,69,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,24,76,Ukraine,2,0,Club Brugge KV,2
Carlos Carmona,0,0,0,0,1,0,0,0,0,0,0,0,5,173,R,B,5,4,68,66,75,78,75,76,75,78,79,77,75,76,74,76,60,81,70,67,78,65,76,72,80,74,40,79,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,B,1,1,1,1,33,68,Chile,0,0,Colo-Colo,29
Milos Veljkovi,0,0,1,0,1,0,0,0,0,0,0,0,3,188,R,B,4,4,58,74,82,78,77,74,78,71,70,69,72,74,75,77,60,78,61,57,68,78,81,74,65,69,50,67,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,B,1,1,1,1,24,78,Serbia and Montenegro,0,0,SV Werder Bremen,13
Wilson Manafá,0,0,0,1,0,0,0,1,0,1,0,0,4,174,R,B,5,5,70,48,71,81,84,86,72,84,78,84,70,71,74,76,66,76,70,70,73,63,73,77,81,63,50,66,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,24,66,Portugal,0,0,FC Porto,18
Okan Kocuk,1,0,0,0,0,0,0,0,0,0,0,0,0,187,R,B,6,6,30,75,81,67,65,67,82,66,54,53,58,61,61,65,44,79,44,44,48,55,79,57,62,67,75,70,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,A,1,1,1,1,23,75,Turkey,0,0,Galatasaray SK,34
Ryan Christie,0,0,0,0,0,0,1,1,1,0,0,0,9,178,L,B,4,4,72,59,76,85,80,78,74,80,78,81,75,74,73,69,71,81,70,71,71,58,70,76,81,78,50,75,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,24,71,Scotland,23,0,Celtic FC,17
Miha Bla~i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,0,0,1,0,0,0,0,0,0,0,0,0,3,185,R,B,5,4,56,72,75,74,75,74,76,77,71,71,74,65,73,74,56,78,53,62,61,72,76,66,63,69,50,79,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,26,81,Slovenia,4,0,,0
Rúben Vinagre,0,0,0,1,0,0,0,0,0,0,0,0,4,174,L,L,4,4,70,60,74,78,83,84,74,81,83,80,70,70,75,78,63,81,81,68,77,68,78,81,83,69,50,68,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,20,64,Portugal,0,0,Wolverhampton Wanderers FC,29
Lorenzo Tonelli,0,0,1,0,0,0,0,0,0,0,0,0,3,183,R,B,3,3,59,81,82,80,81,80,82,74,74,74,72,72,72,74,60,78,62,65,63,85,84,73,63,77,50,77,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,2,1,1,1,28,78,Italy,0,0,UC Sampdoria,21
Loïc Rémy,0,0,0,0,0,0,0,0,0,0,0,1,12,184,R,B,5,6,79,35,80,77,82,82,83,77,81,77,71,73,68,76,79,82,84,61,70,83,81,80,87,70,50,73,8,4,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,C,1,1,1,1,32,76,France,0,0,LOSC Lille,9
Felipe Caicedo,0,0,0,0,0,0,0,0,0,0,1,1,12,185,L,B,5,4,80,40,90,78,82,79,77,73,83,81,76,78,73,72,78,84,79,66,71,76,78,83,83,70,50,73,8,5,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,B,1,1,1,1,31,80,Ecuador,0,0,SS Lazio,20
Mateu Morey,0,0,0,1,0,0,0,0,0,0,0,0,4,172,R,B,5,4,66,58,69,78,82,80,68,80,77,79,69,73,72,67,60,76,64,61,67,59,65,76,79,64,40,70,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,19,69,Spain,0,0,Borussia Dortmund,22
Joaquín Correa,0,0,0,0,0,0,0,0,1,0,1,0,11,188,R,B,6,5,81,46,82,79,84,79,73,83,88,86,79,77,73,70,80,83,77,74,76,60,69,85,83,70,50,74,8,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,B,1,1,1,1,25,77,Argentina,0,0,SS Lazio,11
A. Camargo,0,0,0,0,1,0,1,0,0,0,0,0,5,175,R,B,5,6,63,70,78,82,75,71,79,76,78,77,80,65,73,71,65,80,66,60,64,65,80,73,65,75,40,79,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,B,1,1,1,1,30,68,Argentina,0,0,Universidad de Concepción,6
Lászlo Bénes,0,0,0,0,0,0,1,1,1,0,0,0,7,181,L,L,4,4,70,56,73,82,75,80,72,80,77,77,77,78,81,81,64,81,68,67,77,59,68,82,75,68,50,79,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,22,72,Slovakia,0,0,Borussia Mönchengladbach,22
Perr Schuurs,0,0,1,0,0,0,0,0,0,0,0,0,3,191,R,B,4,3,60,76,78,74,81,76,80,66,70,68,71,72,77,77,65,84,68,74,71,71,75,72,69,68,50,72,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,20,79,Netherlands,0,0,AFC Ajax,2
Lewis Baker,0,0,0,0,0,0,1,1,1,0,0,0,7,182,R,B,8,8,69,50,78,80,78,80,74,79,81,79,77,75,78,75,69,83,75,82,81,63,68,80,74,71,50,75,8,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,24,70,England,0,0,Chelsea FC,34
Andy Lonergan,1,0,0,0,0,0,0,0,0,0,0,0,0,192,L,B,4,4,30,79,85,68,69,67,84,72,50,53,58,65,66,67,45,80,45,45,45,55,78,55,60,76,83,76,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,35,87,England,0,0,Liverpool FC,22
Matheus Cunha,0,0,0,0,0,0,0,1,1,1,1,1,11,183,R,B,5,5,77,37,77,79,80,85,78,85,85,84,74,69,76,68,75,80,76,63,67,71,76,83,84,67,50,69,8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,21,76,Brazil,0,0,Hertha BSC Berlín,26
Manuel Vicuña,0,0,0,0,0,0,1,1,1,1,0,0,8,172,R,R,2,2,66,42,73,71,73,79,72,78,75,78,69,71,72,73,67,73,70,69,70,63,67,73,72,69,40,76,8,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,20,69,Chile,0,0,Magallanes,16
Besar Halimi,0,0,0,0,0,0,1,1,1,0,0,0,9,169,R,B,5,5,73,58,76,81,79,81,71,80,73,78,75,75,70,72,75,75,76,63,64,75,72,74,79,73,50,78,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,24,68,Liberia,0,0,,0
Rafinha,0,0,0,0,0,0,1,1,1,0,1,0,7,174,L,B,6,5,78,61,80,82,77,83,77,81,88,84,84,78,83,82,74,83,77,72,79,67,77,88,81,73,50,82,8,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,C,1,1,1,1,27,71,Brazil,0,0,RC Celta de Vigo,12
Rick Karsdorp,0,0,0,1,0,0,0,0,0,0,0,0,4,184,R,R,5,5,73,62,81,83,86,83,76,78,77,81,76,75,78,77,68,83,69,64,75,78,81,76,85,77,50,68,8,4,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,C,1,1,1,1,24,80,Netherlands,0,0,Feyenoord Rotterdam,27
Benjamín Rivera,0,0,0,0,1,0,0,0,0,0,0,0,5,184,R,B,5,4,54,62,78,73,72,76,77,78,76,73,70,65,72,74,55,78,54,61,60,64,75,69,63,67,40,79,8,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,20,84,Chile,0,0,Everton de Viña del Mar,2
Bryan Cortés,0,0,0,1,1,1,1,1,0,0,0,0,7,179,R,R,4,4,65,59,75,78,78,76,69,74,75,77,72,72,72,73,67,78,67,67,73,68,73,78,67,66,40,71,8,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,B,1,1,1,1,28,71,Chile,0,0,Deportes Melipilla,20
